Date,State,City,Population,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management(?/Ton)
13-04-2019,Uttar Pradesh,Ghaziabad,1740337,Solar,199.52,18.03,428,Severe,Plastic,Incineration,35.9,3542.73
13-04-2019,Uttar Pradesh,Ghazipur,89821,Hydro,218.6,6.47,312,Very Poor,Organic,Landfill,53.56,3129.95
13-04-2019,Uttar Pradesh,Lucknow,3182473,Coal,156.76,12.81,316,Very Poor,Biomedical,Composting,23.04,2953.96
13-04-2019,Uttar Pradesh,Meerut,1411955,Mixed,165.9,12.49,76,Satisfactory,Plastic,Recycling,47.25,2586.48
14-04-2019,Uttar Pradesh,Noida,717644,Coal,223.86,5.39,286,Poor,Mixed,Recycling,31.08,2848.97
14-04-2019,Uttar Pradesh,Ghaziabad,1655839,Solar,193.03,7.04,311,Very Poor,Biomedical,Recycling,44.59,3593.99
14-04-2019,Uttar Pradesh,Ghazipur,109517,Coal,200.88,16.73,254,Poor,Biomedical,Incineration,26.88,4064.44
14-04-2019,Uttar Pradesh,Lucknow,3225411,Wind,231.51,19.28,196,Moderate,Plastic,Incineration,26.26,4031.12
14-04-2019,Uttar Pradesh,Meerut,1430858,Mixed,100.13,14.05,44,Good,Mixed,Recycling,26.15,2525.78
15-04-2019,Uttar Pradesh,Noida,696828,Wind,118,16.2,441,Severe,Organic,Incineration,20.25,2166.69
15-04-2019,Uttar Pradesh,Ghaziabad,1709838,Mixed,196.84,5.33,341,Very Poor,Mixed,Incineration,59.64,2212.11
15-04-2019,Uttar Pradesh,Ghazipur,155862,Hydro,190.01,13.11,224,Poor,Mixed,Composting,37.84,4453.57
15-04-2019,Uttar Pradesh,Lucknow,3200435,Coal,89.44,12.36,218,Poor,E-Waste,Recycling,28.01,2192.17
15-04-2019,Uttar Pradesh,Meerut,1401223,Solar,84.24,12.1,212,Poor,E-Waste,Landfill,53.97,4656.17
16-04-2019,Uttar Pradesh,Noida,729229,Solar,111.67,6.75,320,Very Poor,Mixed,Landfill,16.36,2743.43
16-04-2019,Uttar Pradesh,Ghaziabad,1724380,Mixed,220.44,5.34,391,Very Poor,Organic,Incineration,44.59,2992.5
16-04-2019,Uttar Pradesh,Ghazipur,72788,Mixed,131.68,13.93,137,Moderate,Plastic,Composting,43.3,4187.62
16-04-2019,Uttar Pradesh,Lucknow,3234080,Mixed,102.71,11.91,41,Good,Plastic,Recycling,45.12,1244.09
16-04-2019,Uttar Pradesh,Meerut,1363702,Wind,81.33,13.91,54,Satisfactory,E-Waste,Landfill,17.17,2724.06
17-04-2019,Uttar Pradesh,Noida,733622,Solar,206.85,19.28,434,Severe,Organic,Composting,50.62,1684.57
17-04-2019,Uttar Pradesh,Ghaziabad,1674967,Solar,243.1,24.16,137,Moderate,Biomedical,Landfill,55.35,4161.71
17-04-2019,Uttar Pradesh,Ghazipur,127948,Mixed,94.46,13.7,49,Good,Plastic,Landfill,58.89,4212.1
17-04-2019,Uttar Pradesh,Lucknow,3210125,Coal,244.32,7.17,415,Severe,Mixed,Recycling,39.12,2277.8
17-04-2019,Uttar Pradesh,Meerut,1387755,Hydro,145.24,15.08,412,Severe,Mixed,Composting,28.76,2926.24
18-04-2019,Uttar Pradesh,Noida,700259,Mixed,178.22,16.66,253,Poor,Plastic,Landfill,15.61,1894.31
18-04-2019,Uttar Pradesh,Ghaziabad,1719036,Wind,110.77,10.33,360,Very Poor,Biomedical,Landfill,41.03,1260.13
18-04-2019,Uttar Pradesh,Ghazipur,145186,Solar,121.9,16.04,58,Satisfactory,Mixed,Landfill,43.12,3033.89
18-04-2019,Uttar Pradesh,Lucknow,3192204,Hydro,91.35,17.12,148,Moderate,Mixed,Landfill,42.38,4808.79
18-04-2019,Uttar Pradesh,Meerut,1426191,Solar,171.79,20.53,317,Very Poor,Plastic,Composting,48.32,2705.92
19-04-2019,Uttar Pradesh,Noida,680388,Solar,199.12,17.7,183,Moderate,Plastic,Incineration,37.75,3618.6
19-04-2019,Uttar Pradesh,Ghaziabad,1658677,Solar,188.9,22.74,218,Poor,Organic,Composting,30.65,4037.97
19-04-2019,Uttar Pradesh,Ghazipur,140486,Hydro,222.49,9.08,177,Moderate,E-Waste,Recycling,38.96,1943.69
19-04-2019,Uttar Pradesh,Lucknow,3173804,Mixed,176.56,12.8,219,Poor,Biomedical,Incineration,21.63,2776.54
19-04-2019,Uttar Pradesh,Meerut,1396096,Hydro,177.13,23.46,90,Satisfactory,E-Waste,Landfill,49.04,1872.1
20-04-2019,Uttar Pradesh,Noida,735609,Solar,247.35,21.47,433,Severe,Plastic,Incineration,51.28,1618.49
20-04-2019,Uttar Pradesh,Ghaziabad,1738103,Hydro,89.78,7.48,317,Very Poor,E-Waste,Landfill,58.21,4402.67
20-04-2019,Uttar Pradesh,Ghazipur,124679,Solar,205.17,18.89,355,Very Poor,Organic,Composting,32.2,4949.17
20-04-2019,Uttar Pradesh,Lucknow,3235289,Coal,232.63,24.21,130,Moderate,Organic,Incineration,46.05,3201.82
20-04-2019,Uttar Pradesh,Meerut,1433508,Mixed,185.85,11.25,79,Satisfactory,Organic,Landfill,31.19,4185.97
21-04-2019,Uttar Pradesh,Noida,654774,Wind,88.09,20.21,218,Poor,Organic,Incineration,49.18,2978.9
21-04-2019,Uttar Pradesh,Ghaziabad,1736981,Hydro,165.36,7.37,199,Moderate,Plastic,Recycling,21.82,2283.87
21-04-2019,Uttar Pradesh,Ghazipur,143156,Hydro,82.72,9.45,379,Very Poor,Organic,Composting,41.82,4635.44
21-04-2019,Uttar Pradesh,Lucknow,3229140,Solar,114.99,8.61,347,Very Poor,Organic,Landfill,35.65,4011.92
21-04-2019,Uttar Pradesh,Meerut,1376854,Wind,239.29,18.93,391,Very Poor,Organic,Landfill,49.89,2965.1
22-04-2019,Uttar Pradesh,Noida,749316,Wind,168.37,9.97,71,Satisfactory,Biomedical,Incineration,55.16,4392.63
22-04-2019,Uttar Pradesh,Ghaziabad,1690110,Hydro,229.42,11.27,368,Very Poor,Biomedical,Composting,25.59,4453.89
22-04-2019,Uttar Pradesh,Ghazipur,101028,Wind,148.4,23.99,393,Very Poor,Organic,Composting,34.64,1699.05
22-04-2019,Uttar Pradesh,Lucknow,3160689,Coal,175.79,12.56,260,Poor,Biomedical,Incineration,44.87,1554.48
22-04-2019,Uttar Pradesh,Meerut,1374439,Solar,101.23,9.54,181,Moderate,E-Waste,Recycling,21.24,2122.71
23-04-2019,Uttar Pradesh,Noida,746292,Hydro,191.95,23.55,157,Moderate,Plastic,Landfill,54.83,2199.55
23-04-2019,Uttar Pradesh,Ghaziabad,1669155,Mixed,109.74,24.84,408,Severe,Organic,Incineration,21.7,2586.79
23-04-2019,Uttar Pradesh,Ghazipur,137520,Wind,94.53,13.73,301,Very Poor,Mixed,Composting,36.66,4470.94
23-04-2019,Uttar Pradesh,Lucknow,3194172,Hydro,136.05,24.98,60,Satisfactory,Biomedical,Landfill,55.61,2341.66
23-04-2019,Uttar Pradesh,Meerut,1352808,Solar,228.09,21.8,79,Satisfactory,Plastic,Recycling,28.55,4800.5
24-04-2019,Uttar Pradesh,Noida,666275,Coal,213.85,24.94,295,Poor,Biomedical,Landfill,21.59,4980.74
24-04-2019,Uttar Pradesh,Ghaziabad,1688589,Solar,109.41,24.49,45,Good,Biomedical,Landfill,18.88,4004.22
24-04-2019,Uttar Pradesh,Ghazipur,133748,Wind,187.74,5.1,47,Good,Mixed,Landfill,56.22,3304.9
24-04-2019,Uttar Pradesh,Lucknow,3248321,Solar,82.74,15.25,92,Satisfactory,Biomedical,Landfill,24.86,4637.48
24-04-2019,Uttar Pradesh,Meerut,1350023,Coal,159.44,13.33,88,Satisfactory,Biomedical,Landfill,27.1,4752.3
25-04-2019,Uttar Pradesh,Noida,690371,Solar,177.74,10.58,399,Very Poor,Biomedical,Recycling,17.29,2536.76
25-04-2019,Uttar Pradesh,Ghaziabad,1669258,Mixed,228.95,8.09,174,Moderate,E-Waste,Recycling,49.13,4557.26
25-04-2019,Uttar Pradesh,Ghazipur,149529,Hydro,224.98,16.34,204,Poor,Organic,Incineration,45.84,2988.13
25-04-2019,Uttar Pradesh,Lucknow,3205023,Solar,106.04,18.29,270,Poor,E-Waste,Recycling,32.29,1351.35
25-04-2019,Uttar Pradesh,Meerut,1405151,Solar,247.59,11.54,280,Poor,Organic,Landfill,36.71,1945.65
26-04-2019,Uttar Pradesh,Noida,675378,Coal,199.15,19.87,395,Very Poor,Plastic,Landfill,19.02,3817.39
26-04-2019,Uttar Pradesh,Ghaziabad,1714641,Coal,169.23,5.56,355,Very Poor,Plastic,Landfill,45.6,4179.57
26-04-2019,Uttar Pradesh,Ghazipur,163607,Mixed,205.36,22.89,415,Severe,E-Waste,Recycling,36.49,3044.31
26-04-2019,Uttar Pradesh,Lucknow,3231985,Hydro,88.11,9.65,104,Moderate,Biomedical,Composting,43.57,3350.82
26-04-2019,Uttar Pradesh,Meerut,1381569,Solar,83.37,6.96,119,Moderate,Plastic,Recycling,16.13,1767.13
27-04-2019,Uttar Pradesh,Noida,672701,Coal,111.15,19.98,416,Severe,Mixed,Incineration,53.02,3570.9
27-04-2019,Uttar Pradesh,Ghaziabad,1726024,Mixed,204.7,22.96,345,Very Poor,Plastic,Composting,17.84,2814.38
27-04-2019,Uttar Pradesh,Ghazipur,100903,Mixed,164.18,13.37,295,Poor,Mixed,Landfill,37.02,2888.63
27-04-2019,Uttar Pradesh,Lucknow,3160483,Wind,182.77,23.33,317,Very Poor,Organic,Recycling,56.75,1898.76
27-04-2019,Uttar Pradesh,Meerut,1357297,Coal,240.74,16.46,357,Very Poor,Plastic,Landfill,55.35,2508.56
28-04-2019,Uttar Pradesh,Noida,697779,Coal,91.3,15.19,142,Moderate,Plastic,Recycling,48.16,2740.71
28-04-2019,Uttar Pradesh,Ghaziabad,1663869,Solar,191.34,23.56,213,Poor,E-Waste,Composting,32.19,4391.86
28-04-2019,Uttar Pradesh,Ghazipur,107710,Mixed,126.34,11.2,98,Satisfactory,Biomedical,Recycling,42.63,2429.3
28-04-2019,Uttar Pradesh,Lucknow,3205314,Coal,94.17,23.84,71,Satisfactory,Biomedical,Composting,45.32,3419.83
28-04-2019,Uttar Pradesh,Meerut,1356128,Hydro,125.12,6.16,55,Satisfactory,Organic,Composting,46.66,2793.78
29-04-2019,Uttar Pradesh,Noida,656269,Coal,154.07,21.1,172,Moderate,Organic,Landfill,36.52,2266.88
29-04-2019,Uttar Pradesh,Ghaziabad,1658096,Wind,225.79,11.27,223,Poor,Biomedical,Composting,41.81,4468.96
29-04-2019,Uttar Pradesh,Ghazipur,108081,Wind,165.07,20.71,274,Poor,E-Waste,Landfill,59.41,2921.34
29-04-2019,Uttar Pradesh,Lucknow,3220394,Hydro,198.12,22.6,316,Very Poor,Mixed,Landfill,24.75,4679.08
29-04-2019,Uttar Pradesh,Meerut,1377088,Solar,211.01,20.01,254,Poor,Plastic,Landfill,26.55,4308.22
30-04-2019,Uttar Pradesh,Noida,666082,Coal,181.6,10.54,258,Poor,Mixed,Landfill,28.81,2807.94
30-04-2019,Uttar Pradesh,Ghaziabad,1689112,Wind,190.39,24.06,119,Moderate,Biomedical,Recycling,35.03,1338.77
30-04-2019,Uttar Pradesh,Ghazipur,137789,Solar,202.34,22.36,197,Moderate,Plastic,Recycling,18.86,4027.59
30-04-2019,Uttar Pradesh,Lucknow,3232722,Solar,178.15,19.57,44,Good,Organic,Landfill,24.99,2143.84
30-04-2019,Uttar Pradesh,Meerut,1384937,Mixed,89.13,6.35,192,Moderate,Plastic,Landfill,17.79,1368.13
01-05-2019,Uttar Pradesh,Noida,741481,Mixed,100.17,11.36,119,Moderate,Biomedical,Composting,45.68,1672.31
01-05-2019,Uttar Pradesh,Ghaziabad,1740911,Solar,211.66,14.42,46,Good,Organic,Composting,26.27,3415.32
01-05-2019,Uttar Pradesh,Ghazipur,164652,Coal,184.83,18.93,243,Poor,Mixed,Composting,42.59,2334.92
01-05-2019,Uttar Pradesh,Lucknow,3233909,Hydro,124.53,7.02,128,Moderate,Biomedical,Composting,33.3,1571.88
01-05-2019,Uttar Pradesh,Meerut,1373152,Mixed,112.49,21.74,238,Poor,Mixed,Landfill,37.78,4111.4
02-05-2019,Uttar Pradesh,Noida,686935,Mixed,167.33,23.97,339,Very Poor,Mixed,Landfill,15.78,3557.9
02-05-2019,Uttar Pradesh,Ghaziabad,1749478,Hydro,92.8,5.3,294,Poor,Biomedical,Composting,51.01,3171.15
02-05-2019,Uttar Pradesh,Ghazipur,111805,Solar,226.86,12.18,315,Very Poor,Plastic,Incineration,39.46,2079.55
02-05-2019,Uttar Pradesh,Lucknow,3227812,Coal,81.8,21.2,433,Severe,Biomedical,Composting,53.2,1858.31
02-05-2019,Uttar Pradesh,Meerut,1359481,Coal,176.68,5.43,53,Satisfactory,Organic,Composting,59.8,3067.04
03-05-2019,Uttar Pradesh,Noida,716915,Solar,191.69,7.95,322,Very Poor,E-Waste,Incineration,37.2,2038.43
03-05-2019,Uttar Pradesh,Ghaziabad,1666496,Mixed,194.67,17.95,363,Very Poor,Organic,Recycling,55.98,1726.16
03-05-2019,Uttar Pradesh,Ghazipur,117054,Mixed,84.51,24.45,123,Moderate,E-Waste,Incineration,29.05,4197.58
03-05-2019,Uttar Pradesh,Lucknow,3222514,Wind,202.56,24.72,233,Poor,Organic,Composting,34.09,4043.59
03-05-2019,Uttar Pradesh,Meerut,1445613,Solar,190.8,6.83,425,Severe,Mixed,Composting,25.07,1492.56
04-05-2019,Uttar Pradesh,Noida,693089,Mixed,240.73,16.78,181,Moderate,Plastic,Landfill,42.56,1959.85
04-05-2019,Uttar Pradesh,Ghaziabad,1707592,Solar,208.61,15.19,227,Poor,Mixed,Incineration,50.67,3183.46
04-05-2019,Uttar Pradesh,Ghazipur,80687,Mixed,227.82,24.66,225,Poor,Mixed,Composting,58.88,1595.32
04-05-2019,Uttar Pradesh,Lucknow,3238891,Hydro,88.78,17.62,153,Moderate,E-Waste,Incineration,56.95,2303.02
04-05-2019,Uttar Pradesh,Meerut,1438307,Solar,211.87,24.6,447,Severe,Mixed,Incineration,40.54,3976.34
05-05-2019,Uttar Pradesh,Noida,744131,Mixed,170.18,21.05,187,Moderate,E-Waste,Recycling,46.87,3854.71
05-05-2019,Uttar Pradesh,Ghaziabad,1745348,Solar,211.99,12.34,52,Satisfactory,Organic,Recycling,54.49,1909.85
05-05-2019,Uttar Pradesh,Ghazipur,163011,Coal,157.93,16.57,263,Poor,Mixed,Landfill,52.08,3103.05
05-05-2019,Uttar Pradesh,Lucknow,3203555,Hydro,191.7,16.92,125,Moderate,Plastic,Landfill,41.81,3364.19
05-05-2019,Uttar Pradesh,Meerut,1361734,Mixed,81.5,14.25,419,Severe,Mixed,Composting,48.44,3046.53
06-05-2019,Uttar Pradesh,Noida,736350,Wind,150.7,6.4,343,Very Poor,E-Waste,Recycling,21.39,4395.56
06-05-2019,Uttar Pradesh,Ghaziabad,1723727,Mixed,146.28,13.72,436,Severe,Mixed,Composting,31.13,2115.01
06-05-2019,Uttar Pradesh,Ghazipur,93326,Wind,249.07,18.22,356,Very Poor,Mixed,Composting,39.86,3167.17
06-05-2019,Uttar Pradesh,Lucknow,3186902,Coal,203.7,13.79,284,Poor,E-Waste,Incineration,22.99,3026.89
06-05-2019,Uttar Pradesh,Meerut,1389303,Coal,140.14,9.2,278,Poor,Mixed,Recycling,28.72,3922.94
07-05-2019,Uttar Pradesh,Noida,709316,Solar,110,12.9,125,Moderate,Mixed,Composting,19.61,3670.22
07-05-2019,Uttar Pradesh,Ghaziabad,1730311,Hydro,101.64,21.69,272,Poor,E-Waste,Composting,37.19,2198.3
07-05-2019,Uttar Pradesh,Ghazipur,161926,Wind,118.86,13.54,241,Poor,Biomedical,Landfill,53.19,1596.14
07-05-2019,Uttar Pradesh,Lucknow,3210420,Coal,155.12,14.28,169,Moderate,Plastic,Incineration,16.63,4645.87
07-05-2019,Uttar Pradesh,Meerut,1415967,Wind,167.51,15.33,120,Moderate,Biomedical,Landfill,45.64,2848.56
08-05-2019,Uttar Pradesh,Noida,659928,Coal,213.67,11.62,322,Very Poor,Plastic,Composting,39.65,3942.09
08-05-2019,Uttar Pradesh,Ghaziabad,1694364,Wind,178.84,18.75,246,Poor,Mixed,Incineration,23.66,1805.2
08-05-2019,Uttar Pradesh,Ghazipur,94978,Mixed,134.24,24.3,134,Moderate,Plastic,Incineration,56.27,4842.84
08-05-2019,Uttar Pradesh,Lucknow,3247048,Mixed,91.35,8.04,426,Severe,Organic,Composting,17.39,3226.83
08-05-2019,Uttar Pradesh,Meerut,1444904,Wind,213.55,6.23,438,Severe,E-Waste,Landfill,15.27,1995.93
09-05-2019,Uttar Pradesh,Noida,741048,Coal,230.38,9.83,90,Satisfactory,Plastic,Composting,23.85,4217.03
09-05-2019,Uttar Pradesh,Ghaziabad,1717426,Wind,99.11,24.84,421,Severe,Biomedical,Composting,45.25,4513.25
09-05-2019,Uttar Pradesh,Ghazipur,135919,Hydro,183.18,23.2,176,Moderate,Biomedical,Incineration,23.24,1368.57
09-05-2019,Uttar Pradesh,Lucknow,3185042,Coal,197.72,12.87,45,Good,Plastic,Recycling,31.92,1333.41
09-05-2019,Uttar Pradesh,Meerut,1413699,Coal,204.94,8.87,354,Very Poor,Organic,Incineration,29.99,1403.11
10-05-2019,Uttar Pradesh,Noida,663706,Hydro,210.92,8.3,383,Very Poor,E-Waste,Recycling,27.26,2315.63
10-05-2019,Uttar Pradesh,Ghaziabad,1709991,Wind,215.97,22.41,51,Satisfactory,Biomedical,Composting,25.21,3201.13
10-05-2019,Uttar Pradesh,Ghazipur,99023,Wind,220.59,6.81,395,Very Poor,Organic,Recycling,55.91,4929.42
10-05-2019,Uttar Pradesh,Lucknow,3163862,Mixed,139.28,5.49,113,Moderate,Biomedical,Recycling,31.97,3701.4
10-05-2019,Uttar Pradesh,Meerut,1419562,Mixed,100.74,11.25,308,Very Poor,Organic,Landfill,45.96,3185.56
11-05-2019,Uttar Pradesh,Noida,658589,Hydro,158.34,21.83,434,Severe,Mixed,Landfill,37.67,2246.59
11-05-2019,Uttar Pradesh,Ghaziabad,1651013,Coal,86.34,24.15,169,Moderate,Organic,Incineration,22.35,4318.34
11-05-2019,Uttar Pradesh,Ghazipur,122378,Coal,143.94,12.37,405,Severe,Organic,Landfill,35.65,2434.93
11-05-2019,Uttar Pradesh,Lucknow,3189818,Hydro,161.54,13.35,197,Moderate,Organic,Composting,30.87,4210.41
11-05-2019,Uttar Pradesh,Meerut,1401122,Mixed,150.46,13.18,52,Satisfactory,Plastic,Incineration,20.28,1928.38
12-05-2019,Uttar Pradesh,Noida,749750,Solar,199.47,14.42,84,Satisfactory,Mixed,Incineration,38.31,2542.86
12-05-2019,Uttar Pradesh,Ghaziabad,1673760,Solar,188.25,7.85,447,Severe,Organic,Recycling,18.45,3832.64
12-05-2019,Uttar Pradesh,Ghazipur,89475,Hydro,124.59,14.31,245,Poor,Mixed,Recycling,49.28,4092.48
12-05-2019,Uttar Pradesh,Lucknow,3234302,Hydro,176.62,5.42,275,Poor,Organic,Recycling,17.48,2845.17
12-05-2019,Uttar Pradesh,Meerut,1364753,Wind,126.52,15.18,347,Very Poor,Mixed,Landfill,41.17,4696.21
13-05-2019,Uttar Pradesh,Noida,699703,Hydro,148.32,6,429,Severe,Organic,Recycling,23.12,3926.71
13-05-2019,Uttar Pradesh,Ghaziabad,1688822,Solar,205.09,22.07,392,Very Poor,Organic,Landfill,55.42,4251.68
13-05-2019,Uttar Pradesh,Ghazipur,153832,Mixed,155.08,11.27,295,Poor,Plastic,Composting,17.81,2908.84
13-05-2019,Uttar Pradesh,Lucknow,3222296,Hydro,141.22,9.07,317,Very Poor,Plastic,Composting,25.34,4674.82
13-05-2019,Uttar Pradesh,Meerut,1428630,Mixed,155.67,6.51,194,Moderate,Plastic,Landfill,53.83,4168.19
14-05-2019,Uttar Pradesh,Noida,727115,Wind,87.73,20.26,130,Moderate,Organic,Recycling,29.13,2825.48
14-05-2019,Uttar Pradesh,Ghaziabad,1701435,Hydro,127.36,17.58,258,Poor,Plastic,Incineration,58.5,4331.96
14-05-2019,Uttar Pradesh,Ghazipur,157061,Wind,223.57,5.95,267,Poor,Organic,Recycling,24.53,2823.31
14-05-2019,Uttar Pradesh,Lucknow,3213616,Hydro,168.16,5.36,291,Poor,Mixed,Recycling,35.65,1667.08
14-05-2019,Uttar Pradesh,Meerut,1432772,Hydro,153.56,24.51,110,Moderate,Plastic,Recycling,28.62,2539.12
15-05-2019,Uttar Pradesh,Noida,719123,Mixed,93.3,18.88,298,Poor,Organic,Composting,33.61,1732.89
15-05-2019,Uttar Pradesh,Ghaziabad,1716703,Wind,223.79,5.63,88,Satisfactory,Organic,Recycling,27.09,2678.19
15-05-2019,Uttar Pradesh,Ghazipur,125902,Coal,242.95,8.62,261,Poor,Organic,Composting,34.75,2413.86
15-05-2019,Uttar Pradesh,Lucknow,3151618,Mixed,188.06,20.84,275,Poor,Organic,Landfill,55.52,4810.62
15-05-2019,Uttar Pradesh,Meerut,1380407,Hydro,136.18,9.29,446,Severe,Plastic,Incineration,46.13,4283.88
16-05-2019,Uttar Pradesh,Noida,704237,Coal,137.07,23.79,81,Satisfactory,Biomedical,Incineration,50.92,4793.99
16-05-2019,Uttar Pradesh,Ghaziabad,1663884,Mixed,243,23.51,229,Poor,Mixed,Recycling,47.48,4817.68
16-05-2019,Uttar Pradesh,Ghazipur,133693,Hydro,116.33,6.5,193,Moderate,E-Waste,Recycling,49.96,1227.59
16-05-2019,Uttar Pradesh,Lucknow,3229375,Hydro,158.06,18.91,358,Very Poor,Biomedical,Incineration,24.14,4525.05
16-05-2019,Uttar Pradesh,Meerut,1363509,Mixed,105.02,21.41,384,Very Poor,Biomedical,Composting,52.16,4323.82
17-05-2019,Uttar Pradesh,Noida,727202,Coal,114.99,5.34,160,Moderate,Biomedical,Composting,45.67,3615.02
17-05-2019,Uttar Pradesh,Ghaziabad,1711393,Coal,169.51,11.15,401,Severe,Plastic,Recycling,22.37,2598.07
17-05-2019,Uttar Pradesh,Ghazipur,169588,Wind,194.28,10.45,310,Very Poor,Plastic,Recycling,26.68,4894.72
17-05-2019,Uttar Pradesh,Lucknow,3153641,Wind,193.04,23.83,434,Severe,Plastic,Composting,18.01,2307.24
17-05-2019,Uttar Pradesh,Meerut,1370484,Hydro,139.94,22.31,236,Poor,Plastic,Incineration,56.19,3833.02
18-05-2019,Uttar Pradesh,Noida,692701,Wind,89.73,11.72,96,Satisfactory,Plastic,Composting,57.13,4506.9
18-05-2019,Uttar Pradesh,Ghaziabad,1670118,Solar,223.3,14.97,67,Satisfactory,Plastic,Landfill,31.57,3893.2
18-05-2019,Uttar Pradesh,Ghazipur,150096,Solar,196.92,5.46,373,Very Poor,E-Waste,Incineration,32.79,4397.24
18-05-2019,Uttar Pradesh,Lucknow,3203550,Mixed,249.46,19.14,427,Severe,Mixed,Recycling,29.9,1697.18
18-05-2019,Uttar Pradesh,Meerut,1418760,Mixed,216.53,24.05,84,Satisfactory,Plastic,Composting,30.81,4736.79
19-05-2019,Uttar Pradesh,Noida,732533,Mixed,175.57,5.38,327,Very Poor,E-Waste,Landfill,17.31,4940.34
19-05-2019,Uttar Pradesh,Ghaziabad,1665325,Coal,110.48,6.13,175,Moderate,Plastic,Composting,59.35,2931.77
19-05-2019,Uttar Pradesh,Ghazipur,88266,Hydro,229.68,24.65,283,Poor,Organic,Composting,40.64,1674.69
19-05-2019,Uttar Pradesh,Lucknow,3233561,Hydro,142.92,17.26,300,Poor,E-Waste,Composting,51.69,4655.56
19-05-2019,Uttar Pradesh,Meerut,1378585,Hydro,173.72,18.55,370,Very Poor,Mixed,Landfill,47.9,1624.25
20-05-2019,Uttar Pradesh,Noida,695512,Hydro,105.66,5.37,280,Poor,Organic,Landfill,46.28,4923.59
20-05-2019,Uttar Pradesh,Ghaziabad,1706154,Wind,108.1,18.95,308,Very Poor,Biomedical,Recycling,57.54,3504.83
20-05-2019,Uttar Pradesh,Ghazipur,124905,Coal,178.95,11.61,208,Poor,Plastic,Landfill,30.48,4740.96
20-05-2019,Uttar Pradesh,Lucknow,3207416,Coal,149.19,22.29,433,Severe,Biomedical,Composting,36.6,2487.67
20-05-2019,Uttar Pradesh,Meerut,1383836,Wind,131.5,19.31,120,Moderate,Biomedical,Incineration,41.32,1657.97
21-05-2019,Uttar Pradesh,Noida,718982,Solar,98.29,22.5,345,Very Poor,Biomedical,Recycling,32.42,2877.69
21-05-2019,Uttar Pradesh,Ghaziabad,1734517,Coal,239.18,14.36,102,Moderate,Plastic,Incineration,30.6,4277.32
21-05-2019,Uttar Pradesh,Ghazipur,74857,Solar,140.13,19.56,319,Very Poor,Organic,Composting,16.16,2689.71
21-05-2019,Uttar Pradesh,Lucknow,3209387,Solar,226.85,13.12,165,Moderate,Plastic,Composting,26.08,4911.49
21-05-2019,Uttar Pradesh,Meerut,1447855,Solar,228.52,21.88,220,Poor,E-Waste,Composting,41.34,1747.75
22-05-2019,Uttar Pradesh,Noida,736580,Wind,159.34,21.38,421,Severe,Mixed,Recycling,56.62,3774.47
22-05-2019,Uttar Pradesh,Ghaziabad,1667335,Solar,161.39,20.45,128,Moderate,Plastic,Recycling,57.45,4598.05
22-05-2019,Uttar Pradesh,Ghazipur,81782,Hydro,191.18,8.9,382,Very Poor,Plastic,Landfill,44.08,4788.58
22-05-2019,Uttar Pradesh,Lucknow,3191694,Solar,184.6,23.08,65,Satisfactory,Biomedical,Incineration,16.23,1772.01
22-05-2019,Uttar Pradesh,Meerut,1408302,Hydro,142.57,12.05,383,Very Poor,Plastic,Composting,20.33,2822.97
23-05-2019,Uttar Pradesh,Noida,657502,Coal,125.4,24.7,69,Satisfactory,Plastic,Composting,27.61,2817.15
23-05-2019,Uttar Pradesh,Ghaziabad,1661382,Wind,155.27,19.68,230,Poor,Organic,Composting,43.09,2110.15
23-05-2019,Uttar Pradesh,Ghazipur,83491,Mixed,175.44,18.14,213,Poor,E-Waste,Recycling,43.27,1511.73
23-05-2019,Uttar Pradesh,Lucknow,3213501,Solar,123.14,16.12,43,Good,E-Waste,Landfill,50.78,4995.71
23-05-2019,Uttar Pradesh,Meerut,1395822,Wind,115.22,8.59,429,Severe,Plastic,Incineration,36.62,3577.2
24-05-2019,Uttar Pradesh,Noida,688465,Hydro,172.42,18.4,191,Moderate,Mixed,Recycling,39.27,1823.17
24-05-2019,Uttar Pradesh,Ghaziabad,1677953,Hydro,175.57,7.65,179,Moderate,Organic,Composting,39.29,3468.34
24-05-2019,Uttar Pradesh,Ghazipur,78633,Solar,145.46,14.95,215,Poor,Plastic,Composting,45.11,3001.13
24-05-2019,Uttar Pradesh,Lucknow,3204565,Coal,140.52,20.36,269,Poor,E-Waste,Composting,38.93,3907.48
24-05-2019,Uttar Pradesh,Meerut,1396731,Solar,165.37,23.86,122,Moderate,Plastic,Recycling,54.69,3579.34
25-05-2019,Uttar Pradesh,Noida,668582,Coal,103.82,24.9,421,Severe,Organic,Incineration,29.71,1554.2
25-05-2019,Uttar Pradesh,Ghaziabad,1653975,Mixed,105.72,9.23,66,Satisfactory,Organic,Recycling,51.23,2793.97
25-05-2019,Uttar Pradesh,Ghazipur,102461,Wind,115.83,10.23,257,Poor,E-Waste,Incineration,31.13,3766.82
25-05-2019,Uttar Pradesh,Lucknow,3200078,Mixed,173.37,13.49,303,Very Poor,E-Waste,Recycling,48.59,3369.49
25-05-2019,Uttar Pradesh,Meerut,1429884,Solar,108.31,6.81,211,Poor,Organic,Landfill,53.38,2982.68
